"AverageBV" "Cohorts" "TimeP" "Traits" "Cohort_Rept" "Cohort_Rept_ID" "Cohort_Rept_Com"
106.533362606682 "BC-NextCows_12" 15 "RZE (exterior)" "BC-NextCows_12" 12 "BC-NextCows"
106.41576321394 "BC-NextCows_13" 16 "RZE (exterior)" "BC-NextCows_13" 13 "BC-NextCows"
106.192802487415 "BC-NextCows_13" 17 "RZE (exterior)" "BC-NextCows_13" 13 "BC-NextCows"
106.322169797841 "BC-NextCows_13" 18 "RZE (exterior)" "BC-NextCows_13" 13 "BC-NextCows"
106.633240512687 "BC-NextCows_13" 19 "RZE (exterior)" "BC-NextCows_13" 13 "BC-NextCows"
105.656555622408 "BC-NextCows_13" 20 "RZE (exterior)" "BC-NextCows_13" 13 "BC-NextCows"
108.337902880788 "BC-NextCows_14" 21 "RZE (exterior)" "BC-NextCows_14" 14 "BC-NextCows"
105.964777841448 "BC-NextCows_14" 22 "RZE (exterior)" "BC-NextCows_14" 14 "BC-NextCows"
107.090624559019 "BC-NextCows_14" 23 "RZE (exterior)" "BC-NextCows_14" 14 "BC-NextCows"
107.167959043821 "BC-NextCows_14" 24 "RZE (exterior)" "BC-NextCows_14" 14 "BC-NextCows"
106.359929325443 "BC-NextCows_14" 25 "RZE (exterior)" "BC-NextCows_14" 14 "BC-NextCows"
106.970893616922 "BC-NextCows_15" 0 "RZE (exterior)" "BC-NextCows_15" 15 "BC-NextCows"
107.323860820342 "BC-NextCows_15" 1 "RZE (exterior)" "BC-NextCows_15" 15 "BC-NextCows"
107.229234295236 "BC-NextCows_15" 2 "RZE (exterior)" "BC-NextCows_15" 15 "BC-NextCows"
107.322968608134 "BC-NextCows_15" 3 "RZE (exterior)" "BC-NextCows_15" 15 "BC-NextCows"
105.198158118586 "BC-NextCows_15" 26 "RZE (exterior)" "BC-NextCows_15" 15 "BC-NextCows"
108.338493265272 "BC-NextCows_16" 4 "RZE (exterior)" "BC-NextCows_16" 16 "BC-NextCows"
108.80655270877 "BC-NextCows_16" 5 "RZE (exterior)" "BC-NextCows_16" 16 "BC-NextCows"
108.245518349568 "BC-NextCows_16" 6 "RZE (exterior)" "BC-NextCows_16" 16 "BC-NextCows"
108.896400066218 "BC-NextCows_16" 7 "RZE (exterior)" "BC-NextCows_16" 16 "BC-NextCows"
107.860401941512 "BC-NextCows_16" 8 "RZE (exterior)" "BC-NextCows_16" 16 "BC-NextCows"
108.39627118038 "BC-NextCows_17" 9 "RZE (exterior)" "BC-NextCows_17" 17 "BC-NextCows"
108.377558145145 "BC-NextCows_17" 10 "RZE (exterior)" "BC-NextCows_17" 17 "BC-NextCows"
108.624008454769 "BC-NextCows_17" 11 "RZE (exterior)" "BC-NextCows_17" 17 "BC-NextCows"
108.665019502364 "BC-NextCows_17" 12 "RZE (exterior)" "BC-NextCows_17" 17 "BC-NextCows"
107.147536000385 "BC-NextCows_17" 13 "RZE (exterior)" "BC-NextCows_17" 17 "BC-NextCows"
108.782823543207 "BC-NextCows_18" 14 "RZE (exterior)" "BC-NextCows_18" 18 "BC-NextCows"
108.49289402483 "BC-NextCows_18" 15 "RZE (exterior)" "BC-NextCows_18" 18 "BC-NextCows"
109.942823207806 "BC-NextCows_18" 16 "RZE (exterior)" "BC-NextCows_18" 18 "BC-NextCows"
110.533431219496 "BC-NextCows_18" 17 "RZE (exterior)" "BC-NextCows_18" 18 "BC-NextCows"
109.193973225105 "BC-NextCows_18" 18 "RZE (exterior)" "BC-NextCows_18" 18 "BC-NextCows"
109.563765240885 "BC-NextCows_19" 19 "RZE (exterior)" "BC-NextCows_19" 19 "BC-NextCows"
110.849920548912 "BC-NextCows_19" 20 "RZE (exterior)" "BC-NextCows_19" 19 "BC-NextCows"
109.672084469068 "BC-NextCows_19" 21 "RZE (exterior)" "BC-NextCows_19" 19 "BC-NextCows"
109.31069579151 "BC-NextCows_19" 22 "RZE (exterior)" "BC-NextCows_19" 19 "BC-NextCows"
108.886421665419 "BC-NextCows_19" 23 "RZE (exterior)" "BC-NextCows_19" 19 "BC-NextCows"
110.084133452577 "BC-NextCows_20" 0 "RZE (exterior)" "BC-NextCows_20" 20 "BC-NextCows"
111.177647633297 "BC-NextCows_20" 1 "RZE (exterior)" "BC-NextCows_20" 20 "BC-NextCows"
110.510479833993 "BC-NextCows_20" 24 "RZE (exterior)" "BC-NextCows_20" 20 "BC-NextCows"
111.361248102384 "BC-NextCows_20" 25 "RZE (exterior)" "BC-NextCows_20" 20 "BC-NextCows"
110.098833941756 "BC-NextCows_20" 26 "RZE (exterior)" "BC-NextCows_20" 20 "BC-NextCows"
111.806857588231 "BC-NextCows_21" 2 "RZE (exterior)" "BC-NextCows_21" 21 "BC-NextCows"
109.94350812246 "BC-NextCows_21" 3 "RZE (exterior)" "BC-NextCows_21" 21 "BC-NextCows"
111.451605441363 "BC-NextCows_21" 4 "RZE (exterior)" "BC-NextCows_21" 21 "BC-NextCows"
110.843003639933 "BC-NextCows_21" 5 "RZE (exterior)" "BC-NextCows_21" 21 "BC-NextCows"
111.222680071218 "BC-NextCows_21" 6 "RZE (exterior)" "BC-NextCows_21" 21 "BC-NextCows"
111.663682742832 "BC-NextCows_22" 7 "RZE (exterior)" "BC-NextCows_22" 22 "BC-NextCows"
111.65022066616 "BC-NextCows_22" 8 "RZE (exterior)" "BC-NextCows_22" 22 "BC-NextCows"
111.855547064796 "BC-NextCows_22" 9 "RZE (exterior)" "BC-NextCows_22" 22 "BC-NextCows"
110.799598007936 "BC-NextCows_22" 10 "RZE (exterior)" "BC-NextCows_22" 22 "BC-NextCows"
112.355835464695 "BC-NextCows_22" 11 "RZE (exterior)" "BC-NextCows_22" 22 "BC-NextCows"
111.714759726318 "BC-NextCows_23" 12 "RZE (exterior)" "BC-NextCows_23" 23 "BC-NextCows"
112.888975918666 "BC-NextCows_23" 13 "RZE (exterior)" "BC-NextCows_23" 23 "BC-NextCows"
114.711347094508 "BC-NextCows_23" 14 "RZE (exterior)" "BC-NextCows_23" 23 "BC-NextCows"
112.879266313553 "BC-NextCows_23" 15 "RZE (exterior)" "BC-NextCows_23" 23 "BC-NextCows"
113.875210046414 "BC-NextCows_23" 16 "RZE (exterior)" "BC-NextCows_23" 23 "BC-NextCows"
116.00532726196 "BC-NextCows_24" 17 "RZE (exterior)" "BC-NextCows_24" 24 "BC-NextCows"
115.100822849295 "BC-NextCows_24" 18 "RZE (exterior)" "BC-NextCows_24" 24 "BC-NextCows"
116.273231754128 "BC-NextCows_24" 19 "RZE (exterior)" "BC-NextCows_24" 24 "BC-NextCows"
115.305546620597 "BC-NextCows_24" 20 "RZE (exterior)" "BC-NextCows_24" 24 "BC-NextCows"
114.630445721204 "BC-NextCows_24" 21 "RZE (exterior)" "BC-NextCows_24" 24 "BC-NextCows"
117.225041956537 "BC-NextCows_25" 22 "RZE (exterior)" "BC-NextCows_25" 25 "BC-NextCows"
116.974114386948 "BC-NextCows_25" 23 "RZE (exterior)" "BC-NextCows_25" 25 "BC-NextCows"
116.53967987109 "BC-NextCows_25" 24 "RZE (exterior)" "BC-NextCows_25" 25 "BC-NextCows"
116.492671142741 "BC-NextCows_25" 25 "RZE (exterior)" "BC-NextCows_25" 25 "BC-NextCows"
117.893963942106 "BC-NextCows_25" 26 "RZE (exterior)" "BC-NextCows_25" 25 "BC-NextCows"
92.1295778755393 "BC-SelectedBulls" 4 "RZE (exterior)" "BC-SelectedBulls" 0 "BC-SelectedBulls"
98.0159955573525 "BC-SelectedBulls_1" 9 "RZE (exterior)" "BC-SelectedBulls_1" 1 "BC-SelectedBulls"
95.6949561798893 "BC-SelectedBulls_2" 14 "RZE (exterior)" "BC-SelectedBulls_2" 2 "BC-SelectedBulls"
98.8966229431381 "BC-SelectedBulls_3" 19 "RZE (exterior)" "BC-SelectedBulls_3" 3 "BC-SelectedBulls"
102.886889680419 "BC-SelectedBulls_4" 24 "RZE (exterior)" "BC-SelectedBulls_4" 4 "BC-SelectedBulls"
100.235946457954 "BC-SelectedBulls_5" 2 "RZE (exterior)" "BC-SelectedBulls_5" 5 "BC-SelectedBulls"
98.1774580064035 "BC-SelectedBulls_6" 7 "RZE (exterior)" "BC-SelectedBulls_6" 6 "BC-SelectedBulls"
101.460981945646 "BC-SelectedBulls_7" 12 "RZE (exterior)" "BC-SelectedBulls_7" 7 "BC-SelectedBulls"
108.89800669847 "BC-SelectedBulls_8" 17 "RZE (exterior)" "BC-SelectedBulls_8" 8 "BC-SelectedBulls"
104.970263883256 "BC-SelectedBulls_9" 22 "RZE (exterior)" "BC-SelectedBulls_9" 9 "BC-SelectedBulls"
107.494801517317 "BC-SelectedBulls_10" 0 "RZE (exterior)" "BC-SelectedBulls_10" 10 "BC-SelectedBulls"
109.465146776954 "BC-SelectedBulls_11" 5 "RZE (exterior)" "BC-SelectedBulls_11" 11 "BC-SelectedBulls"
105.419309616177 "BC-SelectedBulls_12" 10 "RZE (exterior)" "BC-SelectedBulls_12" 12 "BC-SelectedBulls"
