"AverageBV" "Cohorts" "TimeP" "Traits" "Cohort_Rept" "Cohort_Rept_ID" "Cohort_Rept_Com"
186.522297646689 "BC-NextCows_22" 11 "RZM (Milk)" "BC-NextCows_22" 22 "BC-NextCows"
188.844712325832 "BC-NextCows_23" 12 "RZM (Milk)" "BC-NextCows_23" 23 "BC-NextCows"
190.278532463323 "BC-NextCows_23" 13 "RZM (Milk)" "BC-NextCows_23" 23 "BC-NextCows"
190.097736376104 "BC-NextCows_23" 14 "RZM (Milk)" "BC-NextCows_23" 23 "BC-NextCows"
189.480016012043 "BC-NextCows_23" 15 "RZM (Milk)" "BC-NextCows_23" 23 "BC-NextCows"
190.255296901032 "BC-NextCows_23" 16 "RZM (Milk)" "BC-NextCows_23" 23 "BC-NextCows"
194.476949877485 "BC-NextCows_24" 17 "RZM (Milk)" "BC-NextCows_24" 24 "BC-NextCows"
193.931838239278 "BC-NextCows_24" 18 "RZM (Milk)" "BC-NextCows_24" 24 "BC-NextCows"
194.22528496126 "BC-NextCows_24" 19 "RZM (Milk)" "BC-NextCows_24" 24 "BC-NextCows"
193.463933324804 "BC-NextCows_24" 20 "RZM (Milk)" "BC-NextCows_24" 24 "BC-NextCows"
193.9566465151 "BC-NextCows_24" 21 "RZM (Milk)" "BC-NextCows_24" 24 "BC-NextCows"
197.080261286321 "BC-NextCows_25" 22 "RZM (Milk)" "BC-NextCows_25" 25 "BC-NextCows"
198.055940251358 "BC-NextCows_25" 23 "RZM (Milk)" "BC-NextCows_25" 25 "BC-NextCows"
198.054146807537 "BC-NextCows_25" 24 "RZM (Milk)" "BC-NextCows_25" 25 "BC-NextCows"
197.805795875088 "BC-NextCows_25" 25 "RZM (Milk)" "BC-NextCows_25" 25 "BC-NextCows"
197.773610650246 "BC-NextCows_25" 26 "RZM (Milk)" "BC-NextCows_25" 25 "BC-NextCows"
75.9654607725924 "BC-SelectedBulls" 4 "RZM (Milk)" "BC-SelectedBulls" 0 "BC-SelectedBulls"
84.251629894747 "BC-SelectedBulls_1" 9 "RZM (Milk)" "BC-SelectedBulls_1" 1 "BC-SelectedBulls"
95.4716378854322 "BC-SelectedBulls_2" 14 "RZM (Milk)" "BC-SelectedBulls_2" 2 "BC-SelectedBulls"
98.1221160972021 "BC-SelectedBulls_3" 19 "RZM (Milk)" "BC-SelectedBulls_3" 3 "BC-SelectedBulls"
106.936292536402 "BC-SelectedBulls_4" 24 "RZM (Milk)" "BC-SelectedBulls_4" 4 "BC-SelectedBulls"
115.350661715139 "BC-SelectedBulls_5" 2 "RZM (Milk)" "BC-SelectedBulls_5" 5 "BC-SelectedBulls"
118.6747022985 "BC-SelectedBulls_6" 7 "RZM (Milk)" "BC-SelectedBulls_6" 6 "BC-SelectedBulls"
122.978919779443 "BC-SelectedBulls_7" 12 "RZM (Milk)" "BC-SelectedBulls_7" 7 "BC-SelectedBulls"
124.979728237197 "BC-SelectedBulls_8" 17 "RZM (Milk)" "BC-SelectedBulls_8" 8 "BC-SelectedBulls"
133.05367151122 "BC-SelectedBulls_9" 22 "RZM (Milk)" "BC-SelectedBulls_9" 9 "BC-SelectedBulls"
136.647376834009 "BC-SelectedBulls_10" 0 "RZM (Milk)" "BC-SelectedBulls_10" 10 "BC-SelectedBulls"
135.624701163789 "BC-SelectedBulls_11" 5 "RZM (Milk)" "BC-SelectedBulls_11" 11 "BC-SelectedBulls"
143.025373490918 "BC-SelectedBulls_12" 10 "RZM (Milk)" "BC-SelectedBulls_12" 12 "BC-SelectedBulls"
149.367894065559 "BC-SelectedBulls_13" 15 "RZM (Milk)" "BC-SelectedBulls_13" 13 "BC-SelectedBulls"
153.316701923582 "BC-SelectedBulls_14" 20 "RZM (Milk)" "BC-SelectedBulls_14" 14 "BC-SelectedBulls"
157.985751883522 "BC-SelectedBulls_15" 25 "RZM (Milk)" "BC-SelectedBulls_15" 15 "BC-SelectedBulls"
162.913443708816 "BC-SelectedBulls_16" 3 "RZM (Milk)" "BC-SelectedBulls_16" 16 "BC-SelectedBulls"
165.820256593129 "BC-SelectedBulls_17" 8 "RZM (Milk)" "BC-SelectedBulls_17" 17 "BC-SelectedBulls"
171.980548931425 "BC-SelectedBulls_18" 13 "RZM (Milk)" "BC-SelectedBulls_18" 18 "BC-SelectedBulls"
177.512971402541 "BC-SelectedBulls_19" 18 "RZM (Milk)" "BC-SelectedBulls_19" 19 "BC-SelectedBulls"
179.525757113694 "BC-SelectedBulls_20" 23 "RZM (Milk)" "BC-SelectedBulls_20" 20 "BC-SelectedBulls"
186.684482877427 "BC-SelectedBulls_21" 1 "RZM (Milk)" "BC-SelectedBulls_21" 21 "BC-SelectedBulls"
190.363342655544 "BC-SelectedBulls_22" 6 "RZM (Milk)" "BC-SelectedBulls_22" 22 "BC-SelectedBulls"
193.905608426783 "BC-SelectedBulls_23" 11 "RZM (Milk)" "BC-SelectedBulls_23" 23 "BC-SelectedBulls"
198.276516737611 "BC-SelectedBulls_24" 16 "RZM (Milk)" "BC-SelectedBulls_24" 24 "BC-SelectedBulls"
201.79732777321 "BC-SelectedBulls_25" 21 "RZM (Milk)" "BC-SelectedBulls_25" 25 "BC-SelectedBulls"
77.6926638741469 "calf" 0 "RZM (Milk)" "calf" 0 "calf"
77.6304610694979 "calf-h" 9 "RZM (Milk)" "calf-h" 0 "calf-h"
84.1258462452219 "calf-h_1" 14 "RZM (Milk)" "calf-h_1" 1 "calf-h"
88.3701857063154 "calf-h_2" 19 "RZM (Milk)" "calf-h_2" 2 "calf-h"
85.5510593934399 "calf-h_3" 24 "RZM (Milk)" "calf-h_3" 3 "calf-h"
97.0259896919018 "calf-h_4" 2 "RZM (Milk)" "calf-h_4" 4 "calf-h"
97.8090474517349 "calf-h_5" 7 "RZM (Milk)" "calf-h_5" 5 "calf-h"
107.224721620282 "calf-h_6" 12 "RZM (Milk)" "calf-h_6" 6 "calf-h"
101.076298354742 "calf-h_7" 17 "RZM (Milk)" "calf-h_7" 7 "calf-h"
111.561019987819 "calf-h_7" 18 "RZM (Milk)" "calf-h_7" 7 "calf-h"
116.670918287533 "calf-h_8" 22 "RZM (Milk)" "calf-h_8" 8 "calf-h"
119.969406854311 "calf-h_9" 0 "RZM (Milk)" "calf-h_9" 9 "calf-h"
124.62318061056 "calf-h_10" 5 "RZM (Milk)" "calf-h_10" 10 "calf-h"
133.283961383697 "calf-h_11" 10 "RZM (Milk)" "calf-h_11" 11 "calf-h"
137.760971544281 "calf-h_12" 15 "RZM (Milk)" "calf-h_12" 12 "calf-h"
140.651747197274 "calf-h_13" 20 "RZM (Milk)" "calf-h_13" 13 "calf-h"
137.2786735656 "calf-h_14" 25 "RZM (Milk)" "calf-h_14" 14 "calf-h"
140.606955925233 "calf-h_14" 26 "RZM (Milk)" "calf-h_14" 14 "calf-h"
151.866133914124 "calf-h_15" 3 "RZM (Milk)" "calf-h_15" 15 "calf-h"
145.254444468557 "calf-h_15" 4 "RZM (Milk)" "calf-h_15" 15 "calf-h"
147.366309960105 "calf-h_16" 8 "RZM (Milk)" "calf-h_16" 16 "calf-h"
150.439391958306 "calf-h_16" 9 "RZM (Milk)" "calf-h_16" 16 "calf-h"
152.737924615056 "calf-h_17" 13 "RZM (Milk)" "calf-h_17" 17 "calf-h"
152.883042966063 "calf-h_17" 14 "RZM (Milk)" "calf-h_17" 17 "calf-h"
161.879179085146 "calf-h_18" 18 "RZM (Milk)" "calf-h_18" 18 "calf-h"
160.428606724202 "calf-h_18" 19 "RZM (Milk)" "calf-h_18" 18 "calf-h"
162.133295278532 "calf-h_19" 23 "RZM (Milk)" "calf-h_19" 19 "calf-h"
166.856958245575 "calf-h_19" 24 "RZM (Milk)" "calf-h_19" 19 "calf-h"
170.748241973202 "calf-h_20" 2 "RZM (Milk)" "calf-h_20" 20 "calf-h"
174.528373310842 "calf-h_21" 7 "RZM (Milk)" "calf-h_21" 21 "calf-h"
173.327142170128 "calf-h_22" 12 "RZM (Milk)" "calf-h_22" 22 "calf-h"
181.1406541434 "calf-h_23" 17 "RZM (Milk)" "calf-h_23" 23 "calf-h"
187.560504978554 "calf-h_24" 21 "RZM (Milk)" "calf-h_24" 24 "calf-h"
190.093360941541 "calf-h_25" 26 "RZM (Milk)" "calf-h_25" 25 "calf-h"
